samsung galaxy s23,Camera is just amazing 👏 Display is Love ❤️ Battery is not that great 😒 Slightly heat 🥵READ MORE
samsung galaxy s23,"Don't panic, for couple of days battery will drain very fast and phone would be heating a lot. Once updated to latest software version above issues would get resolved.PROS: compact handy phone, call quality excellent,  internet connectivity stable and fast, camera excellent, AI features, Samsung proprietary features like Galaxy watch, wallet,  store, Knox supportCONS: battery will last a day on average to medium use, no charger provided in the box  charging time almost 90 min for 3900 mAH b...READ MORE"
samsung galaxy s23,"Waited almost 20days after prebooked Really a excellent product from Samsung,used I phone from last 4years now really enjoying using this phone 1,when compared to other flagships this phone is very less weight (so don't expect battery too much)2.camera quality is great3.mediam performance user ,sure 1day you can expect battery4.little bit heating issue when updating the OS and installing 30 more apps back to back5.face I'd and bio metric is too fast6.Over all feeling happy when using th...READ MORE"
samsung galaxy s23,Must buyIt's like robot in your ✋️READ MORE
samsung galaxy s23,"EDIT: Review after 17 months usageThere are hundreds of reviews for this device so let me get straight to the pros and cons as a normal user.Cons:1. Battery life is not as great as many reviewers say, I'm not a heavy user but if I'm traveling and using phone data the device doesn't even last a day. A hard reset did help improving the battery performance but still it hardly lasts a day. 2. Samsung is providing 45W charging speed for the Plus and Ultra models but only 25W for S23, this is d...READ MORE"
samsung galaxy s23,Samsung is a classleading product. Better than apple in all aspects like camera battery feel to use flagship phone. Thanks flipkart.READ MORE
samsung galaxy s23,Superb phone with ultra fast processor....Of course the display is best and the screen size which is very handy. Battery performance is very good....Very happy with product...#PerformanceBeastREAD MORE
samsung galaxy s23,I was using iPhone for a long time while switching back to Android I had my doubts but this phone absolutely crush the iphone last I used was 12 pro and got 14 pro for my friend well i still don't think it can go toe to toe against 14 pro but other than that it will be absolute winner in camera display sound battery backup and now there is call background we can have full screen photo on caller ID one of the thing i loved about ios and it's in this too go for it don't think twice.READ MORE
samsung galaxy s23,"After jumping from pixel 4a and edge 30 to Samsung s23, color is fab, performance and battery are very good and improved compared to previous S series. Camera and mainly video quality beats apple.READ MORE"
samsung galaxy s23,I absolutely loved the phone. It feels so premium and compact to hold it. The camera is just phenomenal. Brightness is the best in class. Absolute deal breaker!!READ MORE
samsung galaxy s23,Delivery- OntimePackage - averagefirst impression - ExcellentCamera- very gooduser-friendly and lot many featuresCompact and solidly built.Good battery backupHeating issue- this is only during charging. And it is expected behavior.READ MORE
samsung galaxy s23,"Wonderful camera performance if you love shooting must go for it, battery is quite good would last for a day if you are not a heavy user.. design is very good i must say overall a very good phone from #samsungREAD MORE"
samsung galaxy s23,Exchanged iPhone 11 for this. Worth it. Had very bad experience with Android but man this phone is buttery smooth.No heating.Battery is excellent.Ui is clean and easy to use and customise.Small and handy.Very beautiful design.Kudos Samsung.READ MORE
samsung galaxy s23,"I am giving the review after 10 months, this is a very good mobile, you will not find anything better than this in the market, till now not any issue with it ❤️❤READ MORE"
samsung galaxy s23,I switched my phone after 3.5 yrs and it's really a good phone. Good battery life for an average user like me. Display and design both are awesome.  It clicks good photos.. both day and night.The phone is really fast and smooth Finger print scanner is also great except one or two times. Metallic side designs is also greatREAD MORE
samsung galaxy s23,I got this product at 38k in big billon 128gb variant. At this price i will say i got best smartphone.Probs1) excellent design.2) light weight pocket frendly device.3) good camera4) performance is really excellent. Cons-1) videography in night not gets good results.2) little bit heating issue there if you use this device without case. But highlighting that heating issue does not affect to its performance. Thinking it is compact phone small heating problem is ignorable.Average p...READ MORE
samsung galaxy s23,"I've used it for a month now and I can say one thing for sure, This is the best phone I've used till now. I've got it for 40k after offers and exchange and I've never had a regret once. Ultra may have more advanced features, but me as a fan of handy phones, S23 feels right for me.READ MORE"
samsung galaxy s23,"the phone feel premium in hand. good design . very good display . battery is okay 5-6hrs sot. performance is top notch . camera testing pending . clicked few pictures ,sometimes greenish tint appears.will update review after one week. I was a S20FE user before.READ MORE"
samsung galaxy s23,"I got it for 50k with emi for that price it's really good and best of the best , I was having a bit confusion when I thought of upgrading my phone. When the sale came s23 had a offer so I bought it, now Im not regretting my choice ❤️READ MORE"
samsung galaxy s23,"After almost 15 days of usage, Samsung S23 has lived up to my expectations. The obvious pros are its compact form factor and splendid display. During the initial few days of usage, the phone does get warm along the metal frame while multitasking or using heavy apps, but that has settled down now with continuous optimization. It still gets slightly warm but nothing too alarming.One suggestion for those users who take a lot of pictures or videos is that the 128 GB may seem to be a little short...READ MORE"
samsung galaxy s23,Samsung trusted company 👌READ MORE
samsung galaxy s23,"This is really compact monster 😍 everytime feels excited to holding this phone in hand. Don't bother about battery life, it gives easily more than 1 day and there are wok around to improve the battery life - manage the performance profile switching from standard to light, and select 60hrtz refresh rate, and I am not a gamer, and hence for daily usage battery is sufficient, Samsung provides 4 years security and OS updates, camera clarity is very good, audio- cristal clear, oueUI is awesome, i...READ MORE"
samsung galaxy s23,"One thing is clear to me that almost everyone who has put negative reviews on battery life of this phone is stupid...... people with no damn knowledge of how hardware works..... keeping refresh rate at 120hz will obviously drain the battery of any phone faster, even if it has 20000mah battery..... bring the refresh rate down to standard and see the magic happen.... I charge my S23 beast only once in 24hrs ..... nothing comes close to the performance of this beauty..... wrote this after 2 mont...READ MORE"
samsung galaxy s23,"I upgraded to this from Redmi Note 4, so it is a very significant upgrade for me. Phone is fast, super responsive with no lag at all which is what you expect from a Snapdragon 8 gen 2 for Galaxy. I got 256 GB variant, so I have UFS 4.0 storage. Best camera and display, design wise looks awesome with thin and even bezels. Phone is a bit small which is perfect for my small palm but that means battery is also small and gives around 6 hours of screen on time. If you are just watching downloaded v...READ MORE"
samsung galaxy s23,This is the what i am waiting for.  Now i am loving it all.Camera is awesome Battery is pretty goodDisplay is totally smooth Speaker is clear and loudIt's perfect compact flagship.  You must go for it.READ MORE
samsung galaxy s23,Overall better than any other phone except for s23ultra😉READ MORE
samsung galaxy s23,Overall very good phone.if you use your mobile extensively then battery MAY disappoint you. For me battery is enough to survive whole day.Camera is good. it will take pictures close to reality. if you are relame/poco/oppo and other Chinese phone user and planning to switch to samsung then be mindful that camera selfi will take your real photo and will not apply lipstick and makeup and you may end up hating you own face.In performance department as well it is excellent.while charging ph...READ MORE
samsung galaxy s23,Very nice phone...thought of going to iphone 15/14..but jus experience in store before buying both....u will know the difference...the AI features standout on all.READ MORE
samsung galaxy s23,"Best performance, best build quality..I'm also getting great battery life..totally worth in BBD priceREAD MORE"
samsung galaxy s23,Beast with small battery 🔋 💪READ MORE
samsung galaxy s23,Battery could be better. But this is ultimately CHOTA DON. Far far better choice against iPhone. Fully powerpack and all in one. Superb phone but noticed some overheating issues..READ MORE
samsung galaxy s23,"The best small size phone (6.1 inch display) I have used.It's a Samsung flagship and they have got almost everything right - Fantastic cameras, Awesome AI, Amazing and Premium Display, Design, Size, Smooth and Excellent to use and to a good extent, even for high resource usage tasks. Battery consumption is also very well optimised and charges at a good speed.The only minor improvement per me could be, a slightly higher capacity battery and faster charging.Highly recommended S23, if you ...READ MORE"
samsung galaxy s23,In a world of big display smart phone lovers there is a very small community that wants a small and compact phone.If you are that person go for it.You will love it in every aspect.READ MORE
samsung galaxy s23,"I purchased this phone by exchanging one plus 7t, I  went to shop for purchasing one plus 11, iPhone 13 or 14 but after seeing this phone I changed my mind within less than 5 minutes,  as I wanted  phone with best photography,  yes I am fully satisfied with camera but battery completely disappointing,  I went to Dubai where I had to carry Power bank always to ensure phone does go dead, in a day I had to charge 2 times. Processor, display, camera all are outstanding. So decision is yours, if y...READ MORE"
samsung galaxy s23,"The phone is awesome,I got this by 52k.But it is worth the price.Display is awesome Indisplay finger print is very much responsiveBattery backup is ok for one day useCamera performance is top notch Portrait mode is like Dslr cameras Night mode is also goodVideography is goodGood refresh rateOne hand phoneOnly drawbacks are no charger inside the box we have to purchase separately Charging speed is more than 1 hour to full charge.READ MORE"
samsung galaxy s23,Good ProductREAD MORE
samsung galaxy s23,SuperbREAD MORE
samsung galaxy s23,"I switched from iPhone 13 to Samsung galaxy s23. If l compare it to my iPhone , It leads in photography,display, refresh rate and ties with iPhone 13 in performance.The two sectors where s23 is behind iPhone 13 are Speakers and battery life . And Lastly,both of the UI's are great .READ MORE"
samsung galaxy s23,"Nice phone , handy , power pack , good ui, timely updateREAD MORE"
samsung galaxy s23,Mind blowing buttery performance and clarity in camera..best smartphone in 2k23READ MORE
samsung galaxy s23,Superb smart phoneREAD MORE
samsung galaxy s23,Best phone by Samsung..READ MORE
samsung galaxy s23,Really great and handy phone. And i cant say any negetives on this phone so far. Decent battery and awesome butter smooth display experience with 120hz refresh rate. And great camera tooREAD MORE
samsung galaxy s23,Must say a beautiful phone..finally happy to buy it over iphone.Pros-Really good camera setup.Screen is super awesome.I love the haptics .. best till date.A lot of customisation.And last u r getting a computer.. by connecting it to a monitor thru samsung dex.Cons- only battery charging time and battery is kind of low.Overall a lovely experience go for it.. If u r confused bw iphone and samsung go for it and u will not be disappointed.  😊READ MORE
samsung galaxy s23,"Mobile is fantastic. the best feature is its size. The camera works well, and UI experience is also good.The only concern is its battery and heating issue, I have been using this mobile for 1 week, and the heating issue always persists. We can get the battery until 8 pm. in moderate usage. I am never playing games on mobile. Display is top notch even better than the iPhone 14 pro. S23 Phone is better in so many segments compared to iPhone 14 pro. It never hangs, even if we use so many applic...READ MORE"
samsung galaxy s23,Better than iphone 15☠️READ MORE
samsung galaxy s23,Iam sharing my experience after 12 days of  excessive useDisplay is top notch you can feel how premium it is.Performance is on the another level I don't game lot and afterall it isn't a gaming device.it doesn't compromise And the main thing everyone is complaining about is the battery.So in my experience many of those guys doesn't used any flagship device before.This phone is compact and everything is packed in right here.Right now i use my device in max settings nothing is turned off....READ MORE
samsung galaxy s23,"After using for about 1 month; its a fantastic phone Rather blabbering, i will tell the key points1. No heating issues2. Great battery backup; lasts upto 1 day on moderate usage3. Awesome display and its feel4. Works flawlessly with galaxy watch 4 and buds 25. No lagging6. Easy to hold in hands7. Knox is best8. Camera's potrait and zoom pictures are excellentBut concern is that hope Samsung doesn't slow it down on future updates so as to promote newer galaxiesREAD MORE"
samsung galaxy s23,Writing this review after using for 6 monthsPros:Camera quality is impressive especially Portait mode.. The quality of images are similar to DSLR camera. Phone is smooth and it works like a magic.Cons:As this is compact phone.. typing something needs more care.. lot of typi mistakes by using tge small keyboard.Fingerprint doesn't work sometimes.Had to to try multiple times.Battery drains faster..always need to carry backup or charger with you.READ MORE
samsung galaxy s23,Best compact phone but there's no any update for VoNR yet. Only issue with Samsung flagships is that their fingerprint doesn't work well with any tempered glass.READ MORE
samsung galaxy s23,"Pros-1. Battery is surprisingly good for a compact form factor.2. OneUI is so well polished for this S23. And excellent software update support. 3. Camera is one of the best in the industry.4. Snapdragon 8 Gen2 is a beast. Powerful as well as efficient.Cons-1. Can get warm sometime.2. Charging speed is slow at 25W, should have been 45W instead.Verdict- Best is class (Compact True Flagship)READ MORE"
samsung galaxy s23,"I purchased this phone on Flipkart GOAT sale. Got it in 47k 256 gb variant. Using it for almost a month. 1. Camera , display, performance is quite impressive. 2. I am not a heavy user and don't play games on small screen due to which i get excellent battery backup. I charge only once in a day and that too not 100%. Still i get entire day backp. 3. S23 series also got Samsung AI features so not much missing on anything which is there in S24 series.S23 has Snapdragon 8 gen 2 processor com...READ MORE"
samsung galaxy s23,"I have been using this device for almost a year now, am just loving with device day by day❤️ especially security (knox), optimization, AI features of UI is too good..My opinion 1. Design/ build quality: 5/5 for a compact phone 2. Performance: 5/5 not even a single issue or lag faced till now awesome optimization 3. Battery: 4/5 u can get 7.30 hours SOT with wifi and 6 hours on 5g data with one charge 4. Camera : 5/5 can beat iphone 15 too.. and it easily beats iphone 14 camera 5. Overvi...READ MORE"
samsung galaxy s23,Switching from ios to android I thought I would regret it but I was wrong. The display and os is excellent. I recommend downloading the Goodlock from samsung store. The phone heats up slightly while playing bgmi but overall it's good. No lags or framedrop. And battery backup is excellent although it is a compact phone.READ MORE
samsung galaxy s23,"Long term review, moving from apple to samsungBattery is great for normal usage. For gamers or heavy usage, its good but wont last whole day probably.Camera is good.Gameplay(bgmi/genshin) great. Wont lag much, might see some frame drops in bgmi customs otherwise no.Look and feel is very premium especially for the green color.Compared to apple120 refresh rate is great.We have telephoto zoom.Comparable battery life.No lags while using the phone.Cons: UI can use some improvements.P...READ MORE"
samsung galaxy s23,One of the best phones money can buy. But you will be left wanting for bigger battery and fast charging. 8/10READ MORE
samsung galaxy s23,"Product is good Cons: While using cam heating issueBattery back up lessWhen we bought with 70K they should provide case and charming adoptor, but no case no charging adopotorPros: processor, cam, display, design, looks premium.Note: When I try to sign in some other 2 numbers also coming that means it is used one. Where ever mobile number is required it is showing 2 other numbers which is not mine. Also I have seen a very minor scratch at the top of phone. Flipkart simply cheated custom...READ MORE"
samsung galaxy s23,"The phone is gonna stand trial by fire. Minimum 5-6 years is the limit that I  will use, rest the samsung will decideHighly  recommended for people who want to invest rather than purchase a new year every year or two.READ MORE"
samsung galaxy s23,"It's a great phone to buy if u are looking for compact phone, but dont do the same mistake as I did . buy a thin slim case to enjoy the phones slim bezels . I bought a armored case and now besels looks thickREAD MORE"
samsung galaxy s23,Pros1)CAMERA- 5 out of 5. The ultrawide camera can get a little work done because in some environment photos seems a little dark then main camera.2)DISPLAY- 5 OUT 5. The display is stunning and that 120hz is criminally smooth.3)BATTERY- 4.5 out of 5. 3900mah feels good Enough for me .But a little bit more mah and it would me much appreciated. 4)SOUND- 4 OUT OF 5.  With dolby atmos stereo speakers sounds great. But the bass seems a little low than its bigger sibling s23+.5)STORAGE AND RAM...READ MORE
samsung galaxy s23,Camera just wowREAD MORE
samsung galaxy s23,"Camera and overall features are nice. If you are into photography, can download Expert RAW app by Samsung and try to enhance your skills. Night clicks are also coming out quite good. Processor is superfast. Intensive usage is leading to heating but not into an alarming condition. But bit heating is there while you are going all out. Overall size is quite handy which I admire a lot. But the major drawback is the battery which is not upto the mark comparing to I Phone 14.READ MORE"
samsung galaxy s23,"Good,Compact, more battery then expected, best for normal use, better than iPhone 13 or 14, Android has much more power and customization as compared to any other OS. In this scenario samsung s23 is best.READ MORE"
samsung galaxy s23,Just wowREAD MORE
samsung galaxy s23,My review after  2 months - (Honestly suggesting to go for 256gb variant as UFS 4.0 is an absolute deal breaker.) Slightly overpriced by 5k but THE BEST phone overall in all categories at this price point. PROS - 1. Cameras - Delightful!!! Videography could be better but no complaints so far. 3x telephoto with OIS is a boon. 2. Performance - No challenge. It's an absolute beast. For stat geeks I tested  Geekbench 6 and got a score of 1800 for Single Core 3. Battery life - Not gonna lie ...READ MORE
samsung galaxy s23,Fast charger is missing rest everything is on top notchREAD MORE
samsung galaxy s23,Camera is amazing.Performance good.Handy cell phone.Battery lasts about a day.READ MORE
samsung galaxy s23,EXCELLENT PRODUCT GOOD BATTERY 🔋 LIFEREAD MORE
samsung galaxy s23,I AM SATISFIED WITH CAMERA...IT IS AMAZING PHONE...READ MORE
samsung galaxy s23,Price is too much high in beginning after some days price drop to muchREAD MORE
samsung galaxy s23,NiceREAD MORE
samsung galaxy s23,"Best in class display, best in class camera (atleast for pictires), really amazing design it's very compact and feels great in hand. SD 8 gen 2 means no issues with performance. Overall a perfect phone for those who are looking to buy a small sized phone which should also be a flagship.Update after 1 week - Battery is still on the lower end, but that's expected for a phone this small. The AI is still learning the usage patterns so I hope it'll get better.READ MORE"
samsung galaxy s23,Battery Darin very fast need to charge 2time for normal user in dayREAD MORE
samsung galaxy s23,"What struck me at the very beginning is its compactness and light weight. It's so easy to use with one hand. Other than that it remains true to its flagship tag as display, battery, performance  are all highly satisfactory. Camera is top notch. Since I have used mobiles from many brands, I rate one UI the best of all in the Android world. It's a wonderful all round device by Samsung . Special thanks to Flipkart for the big discount. I am extremely impressed with the product.READ MORE"
samsung galaxy s23,"Great grip to hold. Been using it without case and no issues or sense of dropping it.Glad i chose the 256gb variant, its UFS 4 storage is quite handy in using Samsung Dex (base 128gb variant comes with UFS 3.1).Camera is good. May not be the best for bright photos, it tends to make it a bit dark. But normal user won't see much difference. Performance is top notch. Heating issues exist when charging or while on video calls. If you using a case, it won't be felt much. Won't heat as much...READ MORE"
samsung galaxy s23,Excellent...READ MORE
samsung galaxy s23,Camera is Outstanding It's far Better than IPhone cameraSamsung One UI 6.1 is so refine Operating systemBig Fan of SamsungREAD MORE
samsung galaxy s23,Good phoneREAD MORE
samsung galaxy s23,"Very good smartphone, battery is okay but samsung should increase the battery capacity.READ MORE"
samsung galaxy s23,I am writing this review after using this phone for  2 months. Performance is top-notch. Camera is awesome. Design is good...feels compact. Value for money.👍READ MORE
samsung galaxy s23,Fabulous S23. After 10 days of usage I can definitely say it is absolutely worth enough if it is around 55 to 67k. Design 9/10Build Quality 10/10In hand feel 10/10Camera 9/10Performance 10/10Battery backup 8.5/10One UI 9/10Charge speed 7/10 1hour 8 minutes Heating issue 9/10 To get a better battery backup keep the Always on display for about 4 to 8 hours.READ MORE
samsung galaxy s23,Pros:Display is gorgeousCamera is amazing. You will get DSLR quality potraits using telephone lens.Bug free UITop notch performanceBattery is great when used with 60hz I'm getting 5hrs of SOT (100% - 50%). With 120hz it is okayish.Charges 0-50% in 30minsCons: Heating issues on heavy usage with 120hz.Overall a great product by Samsung. Bang for a buck!READ MORE
samsung galaxy s23,"You want an iphone but cant deal with the 60hz display, the limitations of iOS and the stupid notch.Just buy this, no second thoughts needed.Best decision I made.READ MORE"
samsung galaxy s23,"The Samsung S23 is an excellent smartphone that delivers a superior user experience in every way. One of the standout features of this phone is its compact design, which makes it easy to handle and use with just one hand. Despite its smaller size, the S23 still manages to pack in a large and vibrant display that is perfect for streaming video or browsing the web.Another area where the Samsung S23 excels is in its battery life. Thanks to its efficient processor and optimized software, this p...READ MORE"
samsung galaxy s23,"battery is good, performance is good,READ MORE"
samsung galaxy s23,"Camera is excellent,battery is not so good but it's Ok for those who use mobile not so frequently, screen is good, processing is also smooth,look is also good.READ MORE"
samsung galaxy s23,Phone is excellent 👌 Screen is best in competition Camera is exceptionally goodVery smooth experience Battery life might feel less to some heavy users mostly while gaming other than that Battery is sufficient Speakers are pretty good It might feel warm in summers outside but still i didn't see any lag All in all a very satisfactory product 👌👌READ MORE
samsung galaxy s23,"Its Great looking, amazing performance, Great camera, Gorgeous Screen. If you think that you will feel this phone is small after shifting from a 6.4in phone then its not true it is just great and comfortable.The only thing that will bother you is if you are shifting from a high battery capacity phone of 6000 or 7000mh. You will feel that the battery drains a bit faster comparatively. However it has good charging time so if battery is not a concern 100% buy it..Don't buy if goes above 50kREAD MORE"
samsung galaxy s23,Really Awesome  i like this device very much Camera performance and display splendid battery need to improve but also last for 1 day easily for normal use overall excellent worth the moneyREAD MORE
samsung galaxy s23,Camera 📸 🔥 everything is good except batteryREAD MORE
samsung galaxy s23,"Awesome Phone and best camera looking so good Samsung Galaxy S23 Design I,m happy to this PhoneREAD MORE"
samsung galaxy s23,Just love it 😍READ MORE
samsung galaxy s23,Mobile performance is good but has serious heating issues. Always  warm even with normal use.READ MORE
samsung galaxy s23,"Camera is a pro 👍🏻Display 👍🏻Performance 👍🏻Battery backup- okeyWith screen protector, fingerprint unlocking is a nightmare.READ MORE"
Phone Name,Review
SAMSUNG Galaxy S23 Ultra,"Excellent product and awesome features , zoom is beyond comparisonExcellent display and good battery life. S pen is a master in it's own league.While sticking screen guards Kindly make sure glue doesn't leak to the speaker or S pen  modules as it may create an issue Inorder to avail the offerPlease go toAccountCouponsAll rewards and scroll downYou will get the offer mentioned and you can order the same if you are eligibleHappy purchasingREAD MORE"
SAMSUNG Galaxy S23 Ultra,"I ordered the product during pre-book period, exchanging my old OP6.The product is great, the seller delivered in time. The exchange process with Flipkart was also great. After the return period I got my Galaxy buds 2 and Watch 4 classic as well.The camera quality is excellent, the battery life is great as well. I am getting around 10 hours SOT, and 24 hours total time in a full recharge.OneUI is one of the best Android experience you can get.Overall a great deal.READ MORE"
SAMSUNG Galaxy S23 Ultra,Product is really good but flipkart service is not   I am not able to get my offer which were offered with the phone kindly guide the customers in a proper way to get the buds and watch at the offer price after buying the phone.READ MORE
SAMSUNG Galaxy S23 Ultra,Fantastic mobile in all means. This is the best Android in market without doubt and I feel this is far better than latest iPhone in terms of quality and features.Noted my observations after 2 weeks of usagePros1) Fantastic camera with super zoom feature which can zoom and take snaps of high quality pics located far distance. Camera performance is outstanding in low light and you can capture high quality Raw pics also2) Display (2k plus) and sound quality is superb . You cannot this much q...READ MORE
SAMSUNG Galaxy S23 Ultra,The best of the best. S23 Ultra is the best phone in the world right now.READ MORE
SAMSUNG Galaxy S23 Ultra,"Wonderful , looks wise and specially feel like we have Mercedes car. Feels and touch never be explain it's feels. I hope you all understand what I mean ? in short wow 👌 wonderfulREAD MORE"
SAMSUNG Galaxy S23 Ultra,One of the best camera phone 🤳 📱#samsung galaxy s23 ultra 💯 🤞READ MORE
SAMSUNG Galaxy S23 Ultra,Everything is good in the phone except some heating issues which also affects battery backupREAD MORE
SAMSUNG Galaxy S23 Ultra,"Right now there are no other phones available in market who can complete with this one. It's a big phone with awesome display, may be the best display available even better than any iPhone. It's capable of cometiing with any entry level dslr. 10X optical zoom, 200mp primary sensor. I am not a gamer so this level of performance is completely unutilised. I bought this phone mainly because of its camera and to experience flagship phones. Looks like it's too much stuff for me, I don't even use 40...READ MORE"
SAMSUNG Galaxy S23 Ultra,"I am thankful to almighty god to let me buy my first flagship dream device. This works like the smoothest butter I have ever seen. You throw anything on it, and it makes it work like a charm.READ MORE"
SAMSUNG Galaxy S23 Ultra,Great camera and best design.READ MORE
SAMSUNG Galaxy S23 Ultra,Phone is just Awsome camera quality superb S Pen is addiction to ultra users And Display is quality was best...battery could be better compare to iphoneOverall Device is super fast...price is high but with offers its worth🤩🤩READ MORE
SAMSUNG Galaxy S23 Ultra,"Extraordinary, Awesome Performance, Beaten iPhone 14 Pro Max, Samsung S23 Ultra ~ The Beast of Android Blaster 👏READ MORE"
SAMSUNG Galaxy S23 Ultra,Product is fantastic but please guide the buyers how to claim the watch and buds offerREAD MORE
SAMSUNG Galaxy S23 Ultra,"Amazing camera and battery life.... Upgraded from Samsung note 9 to Pixel 6 pro and Finally to S23 Ultra...Extremely happy with the purchase... Night shots are really good compared to Pixels.... Battery life is mind boggling... On wifi i am getting around 7-8 hrs screen on time on heavy usage... Used Pixel 6 pro(battery life was pretty average (4-5hrs) constant heating up, could not shoot video as it shutdown due to excess heat) But this S23 ultra is crazy good... No regrets whatsoever......READ MORE"
SAMSUNG Galaxy S23 Ultra,This Smartphone is just beast 👌 I am switching to Samsung phone after long time after note 5.Design is really awesome and it's very comfortable to hold . A bit heavier side it is expected as title says beast.Display best in the market first point which interest me in this phone. Second point which I liked about of this phone is the excellent Battery life even having so huge and beautiful Display it is giving 8 -9 hrs screen on time which is again amazing. Beautiful and fluent UISo far ...READ MORE
SAMSUNG Galaxy S23 Ultra,This is an awesome product and got it for an amazing price at flipkart great bunch of offers and exchange price on old mobile device offered by flipkartREAD MORE
SAMSUNG Galaxy S23 Ultra,"Great purchase, better then overhyped chappri iphones.READ MORE"
SAMSUNG Galaxy S23 Ultra,Amazing phone amazing experience 😍READ MORE
SAMSUNG Galaxy S23 Ultra,"One of the best smartphones in the market.To be honest better than iphone.Never puchase iphone unless you are into Esports or to showoff.Now let's talk about the smartphone diplay is amazing what i always wanted samsung thanks for it, processor is very fast, optimized, good for gaming, 120HZ is like butter, battery is very good.Must buy smartphone once in a lifetime.Many phone i bought in the past but this is the only one i didn't regret buying.Well done samsung.Thank you flipkart for ...READ MORE"
SAMSUNG Galaxy S23 Ultra,"I'm in love, I'm  telling  you guys if you have the budget just go for it.READ MORE"
SAMSUNG Galaxy S23 Ultra,"What a wonderful Android Phone, life is better after leaving iOSREAD MORE"
SAMSUNG Galaxy S23 Ultra,Switched from 13 pro max. I think I have made the best decision of not switching to 14 proREAD MORE
SAMSUNG Galaxy S23 Ultra,"Best Android phone available in market. Beautiful Display for multimedia and amazing sound system. Excellent processor for smooth daily operations and multi-tasking. No heating issues for regular usage. Not a gamer so cannot comment on gaming performance or heating issue. Amazing Battery life, can last almost 2 days for medium usage easily 1 day for even heavy usage. Finally the camera....it is going to give iphone tough competition. Awesome images and videos. Night photography is next level....READ MORE"
SAMSUNG Galaxy S23 Ultra,Awesome product good dealREAD MORE
SAMSUNG Galaxy S23 Ultra,Fabulous 👌READ MORE
SAMSUNG Galaxy S23 Ultra,"simplicity is the best design, simply superb in all aspects, best device i have owned so far, better in all aspects than the bitten 🍎READ MORE"
SAMSUNG Galaxy S23 Ultra,"The first time you look at it, it isn't  that impressive, but once you touch it, god what a feeling. The device is aesthetic and looks better with lot of light around. The phantom black is awesome.Coming to the cameras, they are better than any phone out there. When i say any phone that includes an iPhone too. The first time in my life, i don't  feel like adding any filter or do any edits to my pics. They are just perfect. Perfect details, perfect colours and best resolution. Though nightmo...READ MORE"
SAMSUNG Galaxy S23 Ultra,Top notch specs.Need to buy charger seperately for full support of 45W.It charges within 60 minutes most of time and screen on time is 6-7 hours.The fort is nearly 10-15 kms away from my home and zoom and clearty after taking pics it's just awesome.Had to buy this one as it gives few more features than Apple. Portraits are good too. Overall great but little pricier as we compare to US prices.READ MORE
SAMSUNG Galaxy S23 Ultra,excellent picture clarity and nice performance tooREAD MORE
SAMSUNG Galaxy S23 Ultra,All round the best mobileREAD MORE
SAMSUNG Galaxy S23 Ultra,"Moved from iPhone 14 pro to ultra, what a display and camera ❤️READ MORE"
SAMSUNG Galaxy S23 Ultra,This is the best smartphone of 2023 Image and video quality is amazing.READ MORE
SAMSUNG Galaxy S23 Ultra,Great 👍READ MORE
SAMSUNG Galaxy S23 Ultra,Battery-Phone will learn usage pattern so be patient and after a few days u will get superb battery life.Camera-Its is excellent as mentioned by others. If the object has details then 100x works properly else it become blurry. I recommened to use upto 80x.Size- Ya its a bulky phone coz it falls under note series.Display- its is so powerful if you look other mobiles then only u will realise and feel. My eyes never burn even after 5 hours of non stop usage.Charge Speed- Buy only origi...READ MORE
SAMSUNG Galaxy S23 Ultra,Exchanged my I phone 11 for s23 ultra......awesome phone....must have......everything is fine for this phone than an I phone...READ MORE
SAMSUNG Galaxy S23 Ultra,"The camera is awesome, battery backup will last for 2 daysREAD MORE"
SAMSUNG Galaxy S23 Ultra,Best Premium Flagship MobileREAD MORE
SAMSUNG Galaxy S23 Ultra,"Worth every peny , the cam is next level jus like the performanceREAD MORE"
SAMSUNG Galaxy S23 Ultra,Ultimate beast device in android category 👌.READ MORE
SAMSUNG Galaxy S23 Ultra,This is too good. FIRSTLY THE SECURE DELIVERY BY FLIPKART. BRAND NEW SEALED PACK. THE CAMERA IS STUNNING. ZOOM QUIET GOOD. FAILS IPHONE EVEN.READ MORE
SAMSUNG Galaxy S23 Ultra,Legend in the Android.....killerREAD MORE
SAMSUNG Galaxy S23 Ultra,Goood ekdm masssst thanx flipkartREAD MORE
SAMSUNG Galaxy S23 Ultra,Arumayana phone.... Adutha phoneREAD MORE
SAMSUNG Galaxy S23 Ultra,Best Android smartphone that you can buy as of today beating iPhone 15 pro maxCamera and battery life is insaneI am getting 10hrs of SOT with power saving modeYou can take DSLR level photosREAD MORE
SAMSUNG Galaxy S23 Ultra,Amazing phone which stands similar to iPhone 14 pro maxREAD MORE
SAMSUNG Galaxy S23 Ultra,Superb camera and AI features. @avneesh @ nitin  @ RohitREAD MORE
SAMSUNG Galaxy S23 Ultra,"The product is excellent, but the Flipkart website is terrible. There is no way to get Watch 4 and Earbuds 2 at a discounted price as mentioned on the pre-booking page.Got the phone four days back, still no way to redeem goodies.READ MORE"
